TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Residential/Other,2019,3,28,12,5,14XX W 38TH AVE,Shaughnessy,489860.0493,5453819.896
Break and Enter Residential/Other,2019,1,11,21,39,14XX W 40TH AVE,Shaughnessy,489949.3394,5453628.196
Break and Enter Residential/Other,2019,2,7,21,50,14XX W 54TH AVE,Oakridge,489847.1461,5452115.08
Break and Enter Residential/Other,2019,10,20,4,16,14XX W 54TH AVE,Oakridge,489847.1461,5452115.08
Break and Enter Residential/Other,2019,6,1,15,34,14XX W 56TH AVE,Oakridge,489834.9777,5451914.565
Break and Enter Residential/Other,2019,5,16,11,34,14XX W 57TH AVE,Oakridge,489894.5916,5451851.589
Break and Enter Residential/Other,2019,2,17,6,0,14XX W 71ST AVE,Marpole,489806.4251,5450478.903
Break and Enter Residential/Other,2019,3,30,0,23,14XX W 73RD AVE,Marpole,489941.1453,5450266.495
Break and Enter Residential/Other,2019,2,5,15,8,14XX W 7TH AVE,Fairview,490032.1678,5456955.053
Break and Enter Residential/Other,2019,1,12,21,0,14XX W GEORGIA ST,West End,490628.8949,5459632.825
Break and Enter Residential/Other,2019,6,17,17,12,14XX WALNUT ST,Kitsilano,489160.2683,5457828.4
Break and Enter Residential/Other,2019,2,16,19,30,15XX ATLAS LANE,Kerrisdale,489740.1277,5452008.738
Break and Enter Residential/Other,2019,9,28,19,46,15XX ATLAS LANE,Kerrisdale,489740.1277,5452008.738
Break and Enter Residential/Other,2019,4,17,13,37,15XX BALFOUR AVE,Shaughnessy,489836.0102,5455460.754
Break and Enter Residential/Other,2019,4,21,5,0,15XX BARCLAY ST,West End,490309.9608,5459409.525
Break and Enter Residential/Other,2019,3,26,15,15,15XX BEACH AVE,West End,489744.1976,5458883.783
Break and Enter Residential/Other,2019,4,30,0,0,15XX COMOX ST,West End,490125.8866,5459265.3
Break and Enter Residential/Other,2019,3,7,15,38,15XX COMOX ST,West End,490126.6083,5459264.578
Break and Enter Residential/Other,2019,5,10,2,43,15XX COMOX ST,West End,490141.6315,5459262.489
Break and Enter Residential/Other,2019,5,11,14,0,15XX E 21ST AVE,Kensington-Cedar Cottage,494720.7507,5455437.96
Break and Enter Residential/Other,2019,5,13,15,21,15XX E 43RD AVE,Victoria-Fraserview,494678.3306,5453087.556
Break and Enter Residential/Other,2019,9,16,11,35,15XX E 49TH AVE,Victoria-Fraserview,494610.6276,5452495.761
Break and Enter Residential/Other,2019,1,27,19,20,15XX E 51ST AVE,Victoria-Fraserview,494606.4662,5452282.432
Break and Enter Residential/Other,2019,2,19,22,0,15XX E 5TH AVE,Grandview-Woodland,494691.75,5457026.009
Break and Enter Residential/Other,2019,8,3,18,0,15XX E 5TH AVE,Grandview-Woodland,494702.5268,5457035.015
Break and Enter Residential/Other,2019,4,5,7,30,15XX E 60TH AVE,Victoria-Fraserview,494545.5763,5451414.884
Break and Enter Residential/Other,2019,5,30,21,44,15XX HARWOOD ST,West End,489793.1915,5458975.854
Break and Enter Residential/Other,2019,9,8,1,46,15XX HARWOOD ST,West End,489839.4293,5458943.281
Break and Enter Residential/Other,2019,6,25,14,40,15XX MARINER WALK,Fairview,489839.1071,5457533.872
Break and Enter Residential/Other,2019,5,9,23,39,15XX POWELL ST,Grandview-Woodland,494636.66,5458946.512
Break and Enter Residential/Other,2019,6,11,9,0,15XX POWELL ST,Grandview-Woodland,494636.66,5458946.512
Break and Enter Residential/Other,2019,10,14,12,29,15XX SW MARINE DR,Marpole,489520.9033,5450647.707
Break and Enter Residential/Other,2019,7,12,3,41,15XX TRAFALGAR ST,Kitsilano,488036.3649,5457716.146
Break and Enter Residential/Other,2019,10,7,6,38,15XX W 10TH AVE,Fairview,489786.1906,5456669.973
Break and Enter Residential/Other,2019,10,9,3,21,15XX W 10TH AVE,Fairview,489786.1906,5456669.973
Break and Enter Residential/Other,2019,10,7,4,38,15XX W 10TH AVE,Fairview,489826.451,5456659.802
Break and Enter Residential/Other,2019,10,9,3,32,15XX W 10TH AVE,Fairview,489826.451,5456659.802
Break and Enter Residential/Other,2019,10,27,0,0,15XX W 15TH AVE,Fairview,489777.893,5456145.03
Break and Enter Residential/Other,2019,7,17,5,0,15XX W 16TH AVE,Fairview,489741.3144,5456050.437
Break and Enter Residential/Other,2019,1,6,16,28,15XX W 28TH AVE,Shaughnessy,489824.27,5454863.011
Break and Enter Residential/Other,2019,2,2,12,0,15XX W 2ND AVE,Fairview,489830.8411,5457441.911
Break and Enter Residential/Other,2019,10,28,20,50,15XX W 34TH AVE,Shaughnessy,489812.4676,5454249.511
Break and Enter Residential/Other,2019,2,11,9,0,15XX W 37TH AVE,Shaughnessy,489790.1042,5453922.485
Break and Enter Residential/Other,2019,1,9,0,0,15XX W 40TH AVE,Shaughnessy,489755.6223,5453629.256
Break and Enter Residential/Other,2019,4,17,13,35,15XX W 49TH AVE,Kerrisdale,489787.2743,5452702.086
Break and Enter Residential/Other,2019,9,22,19,0,15XX W 4TH AVE,Fairview,489874.4116,5457256.652
Break and Enter Residential/Other,2019,9,4,7,30,15XX W 52ND AVE,Kerrisdale,489775.4517,5452372.158
Break and Enter Residential/Other,2019,6,12,16,45,15XX W 52ND AVE,Kerrisdale,489778.2905,5452381.224
Break and Enter Residential/Other,2019,10,3,18,0,15XX W 57TH AVE,Marpole,489560.2278,5451852.739
Break and Enter Residential/Other,2019,9,3,0,0,15XX W 57TH AVE,Marpole,489643.4954,5451849.367
Break and Enter Residential/Other,2019,2,22,0,30,15XX W 57TH AVE,Kerrisdale,489756.3909,5451853.947
Break and Enter Residential/Other,2019,1,26,20,0,15XX W 60TH AVE,Marpole,489700.5534,5451564.986
Break and Enter Residential/Other,2019,10,2,9,0,15XX W 60TH AVE,Marpole,489719.7203,5451573.684
Break and Enter Residential/Other,2019,6,26,9,45,15XX W 61ST AVE,Marpole,489717.9503,5451474.612
Break and Enter Residential/Other,2019,7,20,0,40,15XX W 64TH AVE,Marpole,489667.8034,5451167.833
Break and Enter Residential/Other,2019,9,7,10,0,15XX W 65TH AVE,Marpole,489732.9459,5451066.921
Break and Enter Residential/Other,2019,9,21,17,47,15XX W 68TH AVE,Marpole,489594.2684,5450867.491
Break and Enter Residential/Other,2019,3,20,0,0,15XX W 71ST AVE,Marpole,489690.8463,5450490.975
Break and Enter Residential/Other,2019,9,7,4,47,15XX W 8TH AVE,Fairview,489769.1783,5456868.688
Break and Enter Residential/Other,2019,8,22,16,0,15XX W HASTINGS ST,Central Business District,490644.4842,5459767.583
Break and Enter Residential/Other,2019,9,30,2,55,16XX BEACH AVE,West End,489679.4415,5458940.062
Break and Enter Residential/Other,2019,8,7,13,0,16XX COMOX ST,West End,490017.5506,5459385.687
Break and Enter Residential/Other,2019,2,11,13,35,16XX DURANLEAU ST,Fairview,490105.4127,5457698.285
Break and Enter Residential/Other,2019,4,16,21,30,16XX E 10TH AVE,Kensington-Cedar Cottage,494823.4894,5456521.95
Break and Enter Residential/Other,2019,10,11,5,0,16XX E 12TH AVE,Kensington-Cedar Cottage,494835.0621,5456321.208
Break and Enter Residential/Other,2019,10,17,19,16,16XX E 34TH AVE,Kensington-Cedar Cottage,494749.5675,5454067.708
Break and Enter Residential/Other,2019,5,17,12,0,16XX E 6TH AVE,Grandview-Woodland,494813.8246,5456923.969
Break and Enter Residential/Other,2019,3,17,14,32,16XX E GEORGIA ST,Grandview-Woodland,494794.5916,5458422.372
Break and Enter Residential/Other,2019,1,6,14,21,16XX E PENDER ST,Grandview-Woodland,494785.4993,5458613.881
Break and Enter Residential/Other,2019,10,9,15,59,16XX FRANCES ST,Grandview-Woodland,494775.2655,5458513.772
Break and Enter Residential/Other,2019,5,20,11,2,16XX GRANVILLE ST,Central Business District,490419.584,5457877.158
